"units1","units2","units3","num_layers","dropout1","activation","final_activation","optimizer","lr","batch_size","mae","rmse","mse"
128,64,64,1,0.2,"elu","relu","adam",0.001,128,22268.3286779866,36265.8645881294,1315212934.32453
256,64,64,1,0.2,"elu","relu","adam",0.001,128,22280.9558629972,36273.6103040092,1315774804.48712
64,128,64,1,0.2,"elu","relu","adam",0.001,128,22281.7411450204,36274.0876383789,1315809433.9968
128,128,64,1,0.2,"elu","relu","adam",0.001,128,22282.1035035697,36274.3086089891,1315825465.06018
256,128,64,1,0.2,"elu","relu","adam",0.001,128,22281.0669283415,36273.7002725728,1315781331.46445
64,32,16,1,0.3,"elu","relu","adam",0.001,128,22281.4177858098,36273.9484803986,1315799338.35861
128,32,16,1,0.3,"elu","relu","adam",0.001,128,22281.1364266611,36273.7106576658,1315782084.87606
256,32,16,1,0.3,"elu","relu","adam",0.001,128,22281.4484182542,36273.9120396756,1315796694.66212
64,64,16,1,0.3,"elu","relu","adam",0.001,128,22281.8699852106,36274.1805101387,1315816171.68212
128,64,16,1,0.3,"elu","relu","adam",0.001,128,22280.6090935342,36273.3891790429,1315758762.5343
256,64,16,1,0.3,"elu","relu","adam",0.001,128,22281.3564451418,36273.8657629128,1315793337.38582
64,128,16,1,0.3,"elu","relu","adam",0.001,128,22280.5728103004,36273.3977199871,1315759382.15237
128,128,16,1,0.3,"elu","relu","adam",0.001,128,22281.6756650878,36274.0632744674,1315807666.44007
256,128,16,1,0.3,"elu","relu","adam",0.001,128,22279.9340714036,36272.970090153,1315728359.16113
64,32,32,1,0.3,"elu","relu","adam",0.001,128,22280.2232199447,36273.0970086231,1315737566.59698
128,32,32,1,0.3,"elu","relu","adam",0.001,128,22281.9917187264,36274.2639293206,1315822223.61401
256,32,32,1,0.3,"elu","relu","adam",0.001,128,22264.740302252,36263.638237656,1315051458.23158
64,64,32,1,0.3,"elu","relu","adam",0.001,128,22279.4576450839,36272.6713491559,1315706686.80387
128,64,32,1,0.3,"elu","relu","adam",0.001,128,22282.0404683496,36274.2780491326,1315823247.98578
256,64,32,1,0.3,"elu","relu","adam",0.001,128,22281.1405197933,36273.7379623149,1315784065.75869
64,128,32,1,0.3,"elu","relu","adam",0.001,128,22281.6083844146,36273.993630917,1315802613.93581
128,128,32,1,0.3,"elu","relu","adam",0.001,128,22273.1688743866,36268.8040789137,1315426149.31463
256,128,32,1,0.3,"elu","relu","adam",0.001,128,22280.8862923438,36273.5943155343,1315773644.56796
64,32,64,1,0.3,"elu","relu","adam",0.001,128,22281.5843314826,36274.0132071511,1315804034.15257
128,32,64,1,0.3,"elu","relu","adam",0.001,128,22276.173425241,36270.638672363,1315559229.70111
256,32,64,1,0.3,"elu","relu","adam",0.001,128,22260.6782256618,36260.9315069807,1314855153.75395
64,64,64,1,0.3,"elu","relu","adam",0.001,128,22282.077671107,36274.3008627224,1315824903.0793
128,64,64,1,0.3,"elu","relu","adam",0.001,128,22281.2332308283,36273.7547608402,1315785284.44958
256,64,64,1,0.3,"elu","relu","adam",0.001,128,22279.7520977638,36272.8409563509,1315718991.04472
64,128,64,1,0.3,"elu","relu","adam",0.001,128,22282.0604434582,36274.2908580361,1315824177.2534
128,128,64,1,0.3,"elu","relu","adam",0.001,128,22280.9211317906,36273.5954119483,1315773724.10971
256,128,64,1,0.3,"elu","relu","adam",0.001,128,22274.4362050259,36269.6655166753,1315488636.69151
64,32,16,1,0.2,"relu","relu","rmsprop",0.001,128,22028.6557744344,36116.8573814897,1304427387.11486
128,32,16,1,0.2,"relu","relu","rmsprop",0.001,128,21562.5805747292,35792.9793120297,1281137368.03139
256,32,16,1,0.2,"relu","relu","rmsprop",0.001,128,21340.7480376273,35619.7240377579,1268764740.52603
64,64,16,1,0.2,"relu","relu","rmsprop",0.001,128,22041.2919979673,36124.5931537192,1304986230.52173
128,64,16,1,0.2,"relu","relu","rmsprop",0.001,128,21735.5453112053,35920.1822503435,1290259492.89789
256,64,16,1,0.2,"relu","relu","rmsprop",0.001,128,21149.0163111831,35454.5972653625,1257028467.24905
64,128,16,1,0.2,"relu","relu","rmsprop",0.001,128,22020.1024811485,36111.284687403,1304024881.77466
128,128,16,1,0.2,"relu","relu","rmsprop",0.001,128,21606.7464985703,35826.6013079659,1283545361.27994
256,128,16,1,0.2,"relu","relu","rmsprop",0.001,128,21320.6954840458,35602.4818337786,1267536712.72453
64,32,32,1,0.2,"relu","relu","rmsprop",0.001,128,22011.8799348311,36106.1637451744,1303655060.39335
128,32,32,1,0.2,"relu","relu","rmsprop",0.001,128,21790.2831339981,35958.7245358497,1293029870.24512
256,32,32,1,0.2,"relu","relu","rmsprop",0.001,128,21299.2552148068,35583.9741826422,1266219218.63095
64,64,32,1,0.2,"relu","relu","rmsprop",0.001,128,21929.4817890976,36052.9373545333,1299814291.8899
128,64,32,1,0.2,"relu","relu","rmsprop",0.001,128,21686.5792677908,35884.9801801101,1287731802.5269
256,64,32,1,0.2,"relu","relu","rmsprop",0.001,128,21337.3954805316,35616.3410594479,1268523750.46292
64,128,32,1,0.2,"relu","relu","rmsprop",0.001,128,22042.599892703,36125.5208287952,1305053255.15172
128,128,32,1,0.2,"relu","relu","rmsprop",0.001,128,21645.9355202877,35855.9430697282,1285648653.41959
256,128,32,1,0.2,"relu","relu","rmsprop",0.001,128,21242.6988812071,35535.5269304087,1262773674.2218
64,32,64,1,0.2,"relu","relu","rmsprop",0.001,128,22013.062865633,36106.8300290236,1303703174.7448
128,32,64,1,0.2,"relu","relu","rmsprop",0.001,128,21731.6335497769,35917.1756328881,1290043505.44373
256,32,64,1,0.2,"relu","relu","rmsprop",0.001,128,21389.8760870731,35659.8840583,1271627331.0514
64,64,64,1,0.2,"relu","relu","rmsprop",0.001,128,21972.3494492733,36080.6590805728,1301813959.68852
