"mae","rmse"
2.42186461618122,2.88591233530427
32,16,0.2,0.001,128,19880.5470287249,33922.9035822518,1150763387.45075
64,16,0.2,0.001,128,20418.7597530507,34693.7493869265,1203656246.52286
128,16,0.2,0.001,128,20202.5284643422,34105.1449619511,1163160912.8757
32,32,0.2,0.001,128,20133.7349854709,33990.565477474,1155358541.47844
64,32,0.2,0.001,128,20436.7862958163,34916.073905796,1219132216.99501
128,32,0.2,0.001,128,20053.4142635271,34337.5084632074,1179064487.46084
32,64,0.2,0.001,128,20557.8393838625,34761.2161242709,1208342146.43827
64,64,0.2,0.001,128,20285.1507652864,34438.2233056576,1185991224.45034
128,64,0.2,0.001,128,20506.2242677764,34837.2980147725,1213637332.97007
32,16,0.3,0.001,128,20234.8328925517,34523.0198914565,1191838902.4259
64,16,0.3,0.001,128,20041.9675729937,33854.6512494075,1146137411.21901
128,16,0.3,0.001,128,19770.045902538,33924.4638619838,1150869248.32304
32,32,0.3,0.001,128,20780.1816041545,35093.4056904115,1231547122.95181
64,32,0.3,0.001,128,20559.0089825115,34856.5510335712,1214979149.95595
128,32,0.3,0.001,128,19982.5649249486,33685.5173792072,1134714081.10487
32,64,0.3,0.001,128,22231.5896485762,36707.0841657135,1347410027.94877
